record,task,trial,fold,variant,truth,prediction,right_probability
VisualCogB_Task-2,2,53,2,contrast25,1,-1,0.4755445562929962
VisualCogB_Task-2,2,55,2,contrast25,1,-1,0.4861923439910415
VisualCogB_Task-2,2,58,2,contrast25,-1,-1,0.4865494632897633
VisualCogB_Task-2,2,59,2,contrast25,-1,1,0.5075718023234936
VisualCogB_Task-2,2,60,2,contrast25,-1,-1,0.4484931937490955
VisualCogA_Task-1,1,61,3,main,1,1,0.513387570519155
VisualCogA_Task-1,1,62,3,main,-1,-1,0.49021095739560744
VisualCogA_Task-1,1,63,3,main,1,-1,0.4942333571503351
VisualCogA_Task-1,1,64,3,main,1,-1,0.44871605702280454
VisualCogA_Task-1,1,65,3,main,-1,-1,0.4727153712726431
VisualCogA_Task-1,1,66,3,main,1,1,0.5096410689547635
VisualCogA_Task-1,1,67,3,main,-1,-1,0.4661386891482204
VisualCogA_Task-1,1,68,3,main,-1,1,0.5121319279185071
VisualCogA_Task-1,1,69,3,main,1,-1,0.4854036953198806
VisualCogA_Task-1,1,70,3,main,1,-1,0.4900986760764033
VisualCogA_Task-1,1,71,3,main,-1,1,0.5176585012339885
VisualCogA_Task-1,1,72,3,main,1,-1,0.4931751943843592
VisualCogA_Task-1,1,73,3,main,-1,-1,0.49239415947870735
VisualCogA_Task-1,1,74,3,main,1,1,0.5448722060168308
VisualCogA_Task-1,1,75,3,main,-1,-1,0.46444847341140566
VisualCogA_Task-1,1,76,3,main,1,1,0.5009601208619757
VisualCogA_Task-1,1,79,3,main,-1,1,0.506575065817567
VisualCogA_Task-1,1,80,3,main,-1,-1,0.49294046647894213
VisualCogB_Task-1,1,61,3,main,-1,-1,0.47343873284657506
VisualCogB_Task-1,1,62,3,main,-1,-1,0.47601499428093796
VisualCogB_Task-1,1,64,3,main,-1,-1,0.46731838330732467
VisualCogB_Task-1,1,65,3,main,-1,-1,0.45842865309729103
VisualCogB_Task-1,1,66,3,main,-1,1,0.5454830524636162
VisualCogB_Task-1,1,67,3,main,1,1,0.5357615027952316
VisualCogB_Task-1,1,68,3,main,1,1,0.5102812083929844
VisualCogB_Task-1,1,69,3,main,-1,1,0.5883977691301033
VisualCogB_Task-1,1,70,3,main,-1,1,0.5542313218188216
VisualCogB_Task-1,1,72,3,main,1,1,0.5535659654262921
VisualCogB_Task-1,1,73,3,main,-1,-1,0.48418623035949543
VisualCogB_Task-1,1,74,3,main,-1,-1,0.496125396914533
VisualCogB_Task-1,1,75,3,main,1,-1,0.4269444281006496
VisualCogB_Task-1,1,76,3,main,-1,1,0.5027274936785942
VisualCogB_Task-1,1,77,3,main,-1,1,0.5096666483397045
VisualCogB_Task-1,1,79,3,main,1,-1,0.48885859013111477
VisualCogB_Task-1,1,80,3,main,-1,1,0.5005285534317013
VisualCogA_Task-1,1,61,3,amplitude4,1,-1,0.4895562629025214
VisualCogA_Task-1,1,62,3,amplitude4,-1,-1,0.4737223114078121
VisualCogA_Task-1,1,63,3,amplitude4,1,-1,0.4795362522386352
VisualCogA_Task-1,1,64,3,amplitude4,1,-1,0.40672568910968193
VisualCogA_Task-1,1,65,3,amplitude4,-1,-1,0.49119915795540736
VisualCogA_Task-1,1,66,3,amplitude4,1,1,0.5531838390253778
VisualCogA_Task-1,1,67,3,amplitude4,-1,-1,0.47802833215673196
VisualCogA_Task-1,1,68,3,amplitude4,-1,-1,0.48453117275464813
VisualCogA_Task-1,1,69,3,amplitude4,1,1,0.5033656917796445
VisualCogA_Task-1,1,70,3,amplitude4,1,-1,0.49975036473678724
VisualCogA_Task-1,1,71,3,amplitude4,-1,-1,0.48360918658215796
VisualCogA_Task-1,1,72,3,amplitude4,1,1,0.5123849775149495
VisualCogA_Task-1,1,73,3,amplitude4,-1,-1,0.4990148606048049
VisualCogA_Task-1,1,74,3,amplitude4,1,1,0.5066668006773799
VisualCogA_Task-1,1,75,3,amplitude4,-1,1,0.5129014058503104
VisualCogA_Task-1,1,76,3,amplitude4,1,1,0.5002317437035623
VisualCogA_Task-1,1,79,3,amplitude4,-1,1,0.5230183134285462
VisualCogA_Task-1,1,80,3,amplitude4,-1,1,0.5029596156690609
VisualCogB_Task-1,1,61,3,amplitude4,-1,1,0.629141303694043
VisualCogB_Task-1,1,62,3,amplitude4,-1,-1,0.3562194485504802
VisualCogB_Task-1,1,64,3,amplitude4,-1,1,0.5145508905991116
VisualCogB_Task-1,1,65,3,amplitude4,-1,-1,0.3977534885077229
VisualCogB_Task-1,1,66,3,amplitude4,-1,-1,0.22818238407046346
VisualCogB_Task-1,1,67,3,amplitude4,1,1,0.5150224097389494
VisualCogB_Task-1,1,68,3,amplitude4,1,1,0.5019536858444184
VisualCogB_Task-1,1,69,3,amplitude4,-1,1,0.6226022039669379
VisualCogB_Task-1,1,70,3,amplitude4,-1,1,0.5111460566247182
VisualCogB_Task-1,1,72,3,amplitude4,1,1,0.5088745290970694
VisualCogB_Task-1,1,73,3,amplitude4,-1,-1,0.4810901361328012
VisualCogB_Task-1,1,74,3,amplitude4,-1,1,0.5136248134517434
VisualCogB_Task-1,1,75,3,amplitude4,1,-1,0.3514346905872938
VisualCogB_Task-1,1,76,3,amplitude4,-1,-1,0.4905639036225825
VisualCogB_Task-1,1,77,3,amplitude4,-1,1,0.5268894892021003
VisualCogB_Task-1,1,79,3,amplitude4,1,-1,0.4687386397907289
VisualCogB_Task-1,1,80,3,amplitude4,-1,1,0.5288898413819261
VisualCogA_Task-1,1,61,3,temporal24,1,1,0.513387570519155
VisualCogA_Task-1,1,62,3,temporal24,-1,-1,0.49021095739560744
VisualCogA_Task-1,1,63,3,temporal24,1,-1,0.4942333571503351
VisualCogA_Task-1,1,64,3,temporal24,1,-1,0.44871605702280454
VisualCogA_Task-1,1,65,3,temporal24,-1,-1,0.4727153712726431
VisualCogA_Task-1,1,66,3,temporal24,1,1,0.5096410689547635
VisualCogA_Task-1,1,67,3,temporal24,-1,-1,0.4661386891482204
VisualCogA_Task-1,1,68,3,temporal24,-1,1,0.5121319279185071
VisualCogA_Task-1,1,69,3,temporal24,1,-1,0.4854036953198806
VisualCogA_Task-1,1,70,3,temporal24,1,-1,0.4900986760764033
VisualCogA_Task-1,1,71,3,temporal24,-1,1,0.5176585012339885
VisualCogA_Task-1,1,72,3,temporal24,1,-1,0.4931751943843592
VisualCogA_Task-1,1,73,3,temporal24,-1,-1,0.49239415947870735
VisualCogA_Task-1,1,74,3,temporal24,1,1,0.5448722060168308
VisualCogA_Task-1,1,75,3,temporal24,-1,-1,0.46444847341140566
VisualCogA_Task-1,1,76,3,temporal24,1,1,0.5009601208619757
VisualCogA_Task-1,1,79,3,temporal24,-1,1,0.506575065817567
VisualCogA_Task-1,1,80,3,temporal24,-1,-1,0.49294046647894213
VisualCogB_Task-1,1,61,3,temporal24,-1,-1,0.47343873284657506
VisualCogB_Task-1,1,62,3,temporal24,-1,-1,0.47601499428093796
VisualCogB_Task-1,1,64,3,temporal24,-1,-1,0.46731838330732467
VisualCogB_Task-1,1,65,3,temporal24,-1,-1,0.45842865309729103
VisualCogB_Task-1,1,66,3,temporal24,-1,1,0.5454830524636162
VisualCogB_Task-1,1,67,3,temporal24,1,1,0.5357615027952316
VisualCogB_Task-1,1,68,3,temporal24,1,1,0.5102812083929844
VisualCogB_Task-1,1,69,3,temporal24,-1,1,0.5883977691301033
VisualCogB_Task-1,1,70,3,temporal24,-1,1,0.5542313218188216
VisualCogB_Task-1,1,72,3,temporal24,1,1,0.5535659654262921
VisualCogB_Task-1,1,73,3,temporal24,-1,-1,0.48418623035949543
VisualCogB_Task-1,1,74,3,temporal24,-1,-1,0.496125396914533
VisualCogB_Task-1,1,75,3,temporal24,1,-1,0.4269444281006496
VisualCogB_Task-1,1,76,3,temporal24,-1,1,0.5027274936785942
VisualCogB_Task-1,1,77,3,temporal24,-1,1,0.5096666483397045
VisualCogB_Task-1,1,79,3,temporal24,1,-1,0.48885859013111477
VisualCogB_Task-1,1,80,3,temporal24,-1,1,0.5005285534317013
VisualCogA_Task-1,1,61,3,contrast25,1,1,0.5185118950447062
VisualCogA_Task-1,1,62,3,contrast25,-1,-1,0.49066484906260954
VisualCogA_Task-1,1,63,3,contrast25,1,1,0.5009760890217541
VisualCogA_Task-1,1,64,3,contrast25,1,-1,0.43874973717665927
VisualCogA_Task-1,1,65,3,contrast25,-1,-1,0.46274624624892813
VisualCogA_Task-1,1,66,3,contrast25,1,1,0.5106545881195377
VisualCogA_Task-1,1,67,3,contrast25,-1,-1,0.459783741266069
VisualCogA_Task-1,1,68,3,contrast25,-1,1,0.5202871044597059
VisualCogA_Task-1,1,69,3,contrast25,1,-1,0.4884897232826425
VisualCogA_Task-1,1,70,3,contrast25,1,-1,0.48662989126408746
VisualCogA_Task-1,1,71,3,contrast25,-1,1,0.5248878689831992
VisualCogA_Task-1,1,72,3,contrast25,1,-1,0.48749276833325467
VisualCogA_Task-1,1,73,3,contrast25,-1,-1,0.4852049053856611
VisualCogA_Task-1,1,74,3,contrast25,1,1,0.5544947660420733
VisualCogA_Task-1,1,75,3,contrast25,-1,-1,0.4453599633778759
VisualCogA_Task-1,1,76,3,contrast25,1,1,0.5026398904168167
VisualCogA_Task-1,1,79,3,contrast25,-1,1,0.5046642473030792
VisualCogA_Task-1,1,80,3,contrast25,-1,-1,0.4910215891430123
VisualCogB_Task-1,1,61,3,contrast25,-1,-1,0.4837055241011161
VisualCogB_Task-1,1,62,3,contrast25,-1,-1,0.4351806398863399
VisualCogB_Task-1,1,64,3,contrast25,-1,-1,0.47442259100004214
VisualCogB_Task-1,1,65,3,contrast25,-1,-1,0.46635430668741046
VisualCogB_Task-1,1,66,3,contrast25,-1,-1,0.47108782853424586
VisualCogB_Task-1,1,67,3,contrast25,1,1,0.5357170568382971
VisualCogB_Task-1,1,68,3,contrast25,1,1,0.5103888453727613
VisualCogB_Task-1,1,69,3,contrast25,-1,1,0.5839194871211597
VisualCogB_Task-1,1,70,3,contrast25,-1,1,0.5436993279142469
VisualCogB_Task-1,1,72,3,contrast25,1,1,0.5606764297794132
VisualCogB_Task-1,1,73,3,contrast25,-1,-1,0.4847907400527238
VisualCogB_Task-1,1,74,3,contrast25,-1,-1,0.49871106376383967
VisualCogB_Task-1,1,75,3,contrast25,1,-1,0.42618250027035454
VisualCogB_Task-1,1,76,3,contrast25,-1,-1,0.4934450161245004
VisualCogB_Task-1,1,77,3,contrast25,-1,1,0.5120402475874014
VisualCogB_Task-1,1,79,3,contrast25,1,-1,0.4915741640311267
VisualCogB_Task-1,1,80,3,contrast25,-1,1,0.5235470660098773
VisualCogA_Task-2,2,61,3,main,-1,-1,0.44638937751002855
VisualCogA_Task-2,2,64,3,main,-1,1,0.6371139418634233
VisualCogA_Task-2,2,65,3,main,1,-1,0.36983416022567495
VisualCogA_Task-2,2,66,3,main,-1,-1,0.4302106325839676
VisualCogA_Task-2,2,67,3,main,1,1,0.5471391487248051
VisualCogA_Task-2,2,69,3,main,-1,1,0.5206862083978261
VisualCogA_Task-2,2,70,3,main,-1,1,0.552531749974289
VisualCogA_Task-2,2,71,3,main,1,-1,0.4810537530090791
VisualCogA_Task-2,2,72,3,main,1,1,0.574944439419343
VisualCogA_Task-2,2,73,3,main,1,-1,0.4885320377632772
VisualCogA_Task-2,2,74,3,main,1,1,0.5329461017481129
VisualCogA_Task-2,2,75,3,main,-1,-1,0.49245476689394496
VisualCogA_Task-2,2,76,3,main,-1,-1,0.4977550760457436
VisualCogA_Task-2,2,77,3,main,-1,-1,0.48186995176653835
VisualCogA_Task-2,2,78,3,main,1,1,0.5908471618506629
VisualCogA_Task-2,2,79,3,main,-1,1,0.5127531588403439
VisualCogB_Task-2,2,61,3,main,-1,-1,0.44169287921533773
VisualCogB_Task-2,2,62,3,main,1,-1,0.48451859964921445
VisualCogB_Task-2,2,63,3,main,-1,1,0.5444901023679878
VisualCogB_Task-2,2,64,3,main,-1,-1,0.44723964649122533
VisualCogB_Task-2,2,65,3,main,1,1,0.5700924685371415
VisualCogB_Task-2,2,67,3,main,1,-1,0.4807680735968389
VisualCogB_Task-2,2,68,3,main,1,1,0.6412937289416129
VisualCogB_Task-2,2,69,3,main,-1,1,0.5600756772134166
VisualCogB_Task-2,2,70,3,main,-1,1,0.7018682902873149
VisualCogB_Task-2,2,71,3,main,1,1,0.5101673884739538
VisualCogB_Task-2,2,72,3,main,1,-1,0.2677196409533388
VisualCogB_Task-2,2,73,3,main,1,1,0.5119646203411627
VisualCogB_Task-2,2,74,3,main,-1,-1,0.4120460771914798
VisualCogB_Task-2,2,75,3,main,-1,1,0.5267894319815283
VisualCogB_Task-2,2,76,3,main,1,-1,0.39300336073117415
VisualCogB_Task-2,2,77,3,main,1,-1,0.430285912754488
VisualCogB_Task-2,2,78,3,main,-1,1,0.5283531583752464
VisualCogB_Task-2,2,80,3,main,-1,-1,0.42893068889648295
VisualCogA_Task-2,2,61,3,amplitude4,-1,-1,0.44638937751002855
VisualCogA_Task-2,2,64,3,amplitude4,-1,1,0.6371139418634233
VisualCogA_Task-2,2,65,3,amplitude4,1,-1,0.36983416022567495
VisualCogA_Task-2,2,66,3,amplitude4,-1,-1,0.4302106325839676
VisualCogA_Task-2,2,67,3,amplitude4,1,1,0.5471391487248051
VisualCogA_Task-2,2,69,3,amplitude4,-1,1,0.5206862083978261
VisualCogA_Task-2,2,70,3,amplitude4,-1,1,0.552531749974289
VisualCogA_Task-2,2,71,3,amplitude4,1,-1,0.4810537530090791
VisualCogA_Task-2,2,72,3,amplitude4,1,1,0.574944439419343
VisualCogA_Task-2,2,73,3,amplitude4,1,-1,0.4885320377632772
VisualCogA_Task-2,2,74,3,amplitude4,1,1,0.5329461017481129
VisualCogA_Task-2,2,75,3,amplitude4,-1,-1,0.49245476689394496
VisualCogA_Task-2,2,76,3,amplitude4,-1,-1,0.4977550760457436
VisualCogA_Task-2,2,77,3,amplitude4,-1,-1,0.48186995176653835
VisualCogA_Task-2,2,78,3,amplitude4,1,1,0.5908471618506629
VisualCogA_Task-2,2,79,3,amplitude4,-1,1,0.5127531588403439
VisualCogB_Task-2,2,61,3,amplitude4,-1,-1,0.44169287921533773
VisualCogB_Task-2,2,62,3,amplitude4,1,-1,0.48451859964921445
VisualCogB_Task-2,2,63,3,amplitude4,-1,1,0.5444901023679878
VisualCogB_Task-2,2,64,3,amplitude4,-1,-1,0.44723964649122533
VisualCogB_Task-2,2,65,3,amplitude4,1,1,0.5700924685371415
VisualCogB_Task-2,2,67,3,amplitude4,1,-1,0.4807680735968389
VisualCogB_Task-2,2,68,3,amplitude4,1,1,0.6412937289416129
VisualCogB_Task-2,2,69,3,amplitude4,-1,1,0.5600756772134166
VisualCogB_Task-2,2,70,3,amplitude4,-1,1,0.7018682902873149
VisualCogB_Task-2,2,71,3,amplitude4,1,1,0.5101673884739538
VisualCogB_Task-2,2,72,3,amplitude4,1,-1,0.2677196409533388
VisualCogB_Task-2,2,73,3,amplitude4,1,1,0.5119646203411627
VisualCogB_Task-2,2,74,3,amplitude4,-1,-1,0.4120460771914798
VisualCogB_Task-2,2,75,3,amplitude4,-1,1,0.5267894319815283
VisualCogB_Task-2,2,76,3,amplitude4,1,-1,0.39300336073117415
VisualCogB_Task-2,2,77,3,amplitude4,1,-1,0.430285912754488
VisualCogB_Task-2,2,78,3,amplitude4,-1,1,0.5283531583752464
VisualCogB_Task-2,2,80,3,amplitude4,-1,-1,0.42893068889648295
VisualCogA_Task-2,2,61,3,temporal24,-1,-1,0.493554718616815
VisualCogA_Task-2,2,64,3,temporal24,-1,1,0.570715688806972
VisualCogA_Task-2,2,65,3,temporal24,1,-1,0.437678620736335
VisualCogA_Task-2,2,66,3,temporal24,-1,-1,0.36610041961549755
VisualCogA_Task-2,2,67,3,temporal24,1,1,0.5055141624460106
VisualCogA_Task-2,2,69,3,temporal24,-1,1,0.5100670271718343
VisualCogA_Task-2,2,70,3,temporal24,-1,1,0.5309074118133725
VisualCogA_Task-2,2,71,3,temporal24,1,-1,0.48667815237487577
VisualCogA_Task-2,2,72,3,temporal24,1,1,0.5115913020803228
VisualCogA_Task-2,2,73,3,temporal24,1,-1,0.48710125856166014
VisualCogA_Task-2,2,74,3,temporal24,1,1,0.5309155825044644
VisualCogA_Task-2,2,75,3,temporal24,-1,-1,0.4537825070571567
VisualCogA_Task-2,2,76,3,temporal24,-1,-1,0.42500504768246056
VisualCogA_Task-2,2,77,3,temporal24,-1,-1,0.48886290630946816
VisualCogA_Task-2,2,78,3,temporal24,1,1,0.5587478805547155
VisualCogA_Task-2,2,79,3,temporal24,-1,1,0.5149408013932307
VisualCogB_Task-2,2,61,3,temporal24,-1,-1,0.48578817582409267
VisualCogB_Task-2,2,62,3,temporal24,1,-1,0.49011857703257533
VisualCogB_Task-2,2,63,3,temporal24,-1,1,0.5350567254526846
VisualCogB_Task-2,2,64,3,temporal24,-1,-1,0.3735895907763192
VisualCogB_Task-2,2,65,3,temporal24,1,-1,0.3778934153125229
VisualCogB_Task-2,2,67,3,temporal24,1,1,0.5292040260786696
VisualCogB_Task-2,2,68,3,temporal24,1,1,0.6649735321665402
VisualCogB_Task-2,2,69,3,temporal24,-1,1,0.5377709771970138
VisualCogB_Task-2,2,70,3,temporal24,-1,1,0.5612923554008938
VisualCogB_Task-2,2,71,3,temporal24,1,1,0.5222910231245301
VisualCogB_Task-2,2,72,3,temporal24,1,-1,0.4415002024196074
VisualCogB_Task-2,2,73,3,temporal24,1,1,0.5258440141722917
VisualCogB_Task-2,2,74,3,temporal24,-1,-1,0.4031395459810435
VisualCogB_Task-2,2,75,3,temporal24,-1,-1,0.4273801137926903
VisualCogB_Task-2,2,76,3,temporal24,1,-1,0.45371856205661304
VisualCogB_Task-2,2,77,3,temporal24,1,-1,0.4365809990062563
VisualCogB_Task-2,2,78,3,temporal24,-1,1,0.5090834595364686
VisualCogB_Task-2,2,80,3,temporal24,-1,-1,0.46523325823361333
VisualCogA_Task-2,2,61,3,contrast25,-1,-1,0.4501066317211027
VisualCogA_Task-2,2,64,3,contrast25,-1,1,0.6060161161313262
VisualCogA_Task-2,2,65,3,contrast25,1,-1,0.47669016572587414
VisualCogA_Task-2,2,66,3,contrast25,-1,-1,0.3089778813739068
VisualCogA_Task-2,2,67,3,contrast25,1,-1,0.4257399010317983
VisualCogA_Task-2,2,69,3,contrast25,-1,1,0.5651149398146965
VisualCogA_Task-2,2,70,3,contrast25,-1,1,0.5401139392179926
VisualCogA_Task-2,2,71,3,contrast25,1,-1,0.4794655443367675
VisualCogA_Task-2,2,72,3,contrast25,1,-1,0.42364118162923
VisualCogA_Task-2,2,73,3,contrast25,1,1,0.516884473837657
VisualCogA_Task-2,2,74,3,contrast25,1,1,0.5783443639346098
VisualCogA_Task-2,2,75,3,contrast25,-1,-1,0.393989898379649
VisualCogA_Task-2,2,76,3,contrast25,-1,-1,0.3744119261383237
VisualCogA_Task-2,2,77,3,contrast25,-1,-1,0.46406771597276636
VisualCogA_Task-2,2,78,3,contrast25,1,1,0.6055659385900284
VisualCogA_Task-2,2,79,3,contrast25,-1,1,0.5638258058206536
VisualCogB_Task-2,2,61,3,contrast25,-1,1,0.5042538671028901
VisualCogB_Task-2,2,62,3,contrast25,1,-1,0.4515700407622768
VisualCogB_Task-2,2,63,3,contrast25,-1,1,0.5158028503122142
VisualCogB_Task-2,2,64,3,contrast25,-1,-1,0.2542184538312068
VisualCogB_Task-2,2,65,3,contrast25,1,-1,0.10905102278695107
VisualCogB_Task-2,2,67,3,contrast25,1,1,0.7167846742197347
VisualCogB_Task-2,2,68,3,contrast25,1,1,0.6653487610536597
VisualCogB_Task-2,2,69,3,contrast25,-1,1,0.5614762895585207
VisualCogB_Task-2,2,70,3,contrast25,-1,-1,0.455200531426019
VisualCogB_Task-2,2,71,3,contrast25,1,1,0.5326328707216004
VisualCogB_Task-2,2,72,3,contrast25,1,1,0.6964997019546201
VisualCogB_Task-2,2,73,3,contrast25,1,-1,0.46160863514081374
VisualCogB_Task-2,2,74,3,contrast25,-1,-1,0.35965361512834276
VisualCogB_Task-2,2,75,3,contrast25,-1,-1,0.31675677577601746
VisualCogB_Task-2,2,76,3,contrast25,1,-1,0.3855381837201562
VisualCogB_Task-2,2,77,3,contrast25,1,-1,0.4393160576301276
VisualCogB_Task-2,2,78,3,contrast25,-1,1,0.5091655819681913
VisualCogB_Task-2,2,80,3,contrast25,-1,-1,0.47335304299732667
VisualCogA_Task-1,1,81,4,main,-1,1,0.5344040578412476
VisualCogA_Task-1,1,82,4,main,1,-1,0.47341731816239707
VisualCogA_Task-1,1,83,4,main,-1,1,0.6050772086785728
VisualCogA_Task-1,1,84,4,main,1,1,0.6469909998436416
VisualCogA_Task-1,1,85,4,main,-1,-1,0.263448296417106
VisualCogA_Task-1,1,86,4,main,1,-1,0.24621267701559182
VisualCogA_Task-1,1,87,4,main,1,1,0.583149909723885
VisualCogA_Task-1,1,89,4,main,1,-1,0.4140746676252443
VisualCogA_Task-1,1,90,4,main,1,1,0.5912779876773362
VisualCogA_Task-1,1,91,4,main,-1,-1,0.30200597478296615
VisualCogA_Task-1,1,92,4,main,1,-1,0.3047213406107918
VisualCogA_Task-1,1,93,4,main,1,1,0.6206406201512281
VisualCogA_Task-1,1,94,4,main,1,1,0.5785955184327464
VisualCogA_Task-1,1,95,4,main,-1,1,0.6790672438011253
VisualCogA_Task-1,1,96,4,main,1,1,0.5905034460151523
VisualCogA_Task-1,1,97,4,main,1,-1,0.3932328437996113
VisualCogA_Task-1,1,99,4,main,-1,1,0.5590638677229796
VisualCogA_Task-1,1,100,4,main,1,-1,0.3382053307041751
VisualCogB_Task-1,1,81,4,main,-1,1,0.5749820326296836
VisualCogB_Task-1,1,82,4,main,1,-1,0.33750533206127814
VisualCogB_Task-1,1,83,4,main,-1,-1,0.46609242213172014
VisualCogB_Task-1,1,84,4,main,-1,-1,0.4849653861437772
VisualCogB_Task-1,1,86,4,main,-1,-1,0.454153782737059
VisualCogB_Task-1,1,87,4,main,-1,1,0.5677580158075276
VisualCogB_Task-1,1,89,4,main,-1,-1,0.4943392259834552
VisualCogB_Task-1,1,90,4,main,-1,-1,0.35827156914452357
VisualCogB_Task-1,1,91,4,main,1,1,0.5257185120238075
VisualCogB_Task-1,1,93,4,main,-1,1,0.5160587314668525
VisualCogB_Task-1,1,94,4,main,1,1,0.5604484742115702
VisualCogB_Task-1,1,95,4,main,-1,1,0.5342073194645112
VisualCogB_Task-1,1,96,4,main,1,1,0.5200485118905376
VisualCogB_Task-1,1,98,4,main,1,1,0.6036618541009906
VisualCogB_Task-1,1,99,4,main,1,-1,0.37689274478423124
VisualCogB_Task-1,1,100,4,main,1,1,0.5209012759974259
VisualCogA_Task-1,1,81,4,amplitude4,-1,1,0.5159892663806254
VisualCogA_Task-1,1,82,4,amplitude4,1,-1,0.4943013576173961
VisualCogA_Task-1,1,83,4,amplitude4,-1,1,0.5117534585714625
VisualCogA_Task-1,1,84,4,amplitude4,1,1,0.5321322993500902
VisualCogA_Task-1,1,85,4,amplitude4,-1,-1,0.4794284766661829
VisualCogA_Task-1,1,86,4,amplitude4,1,1,0.5017601916140959
VisualCogA_Task-1,1,87,4,amplitude4,1,1,0.5036980288848126
VisualCogA_Task-1,1,89,4,amplitude4,1,-1,0.49254598360542545
VisualCogA_Task-1,1,90,4,amplitude4,1,-1,0.495190797918111
VisualCogA_Task-1,1,91,4,amplitude4,-1,1,0.50632221937025
VisualCogA_Task-1,1,92,4,amplitude4,1,1,0.510218613524925
VisualCogA_Task-1,1,93,4,amplitude4,1,1,0.5060957019042258
VisualCogA_Task-1,1,94,4,amplitude4,1,1,0.5024614006875134
VisualCogA_Task-1,1,95,4,amplitude4,-1,-1,0.494041574538291
VisualCogA_Task-1,1,96,4,amplitude4,1,-1,0.4974753355939554
VisualCogA_Task-1,1,97,4,amplitude4,1,1,0.5119978827234859
VisualCogA_Task-1,1,99,4,amplitude4,-1,1,0.504440960443177
VisualCogA_Task-1,1,100,4,amplitude4,1,-1,0.4910460999312683
VisualCogB_Task-1,1,81,4,amplitude4,-1,-1,0.46680162944358616
VisualCogB_Task-1,1,82,4,amplitude4,1,-1,0.4805022429028617
VisualCogB_Task-1,1,83,4,amplitude4,-1,-1,0.45221928204138695
VisualCogB_Task-1,1,84,4,amplitude4,-1,1,0.5056444484481007
VisualCogB_Task-1,1,86,4,amplitude4,-1,1,0.5018012717322756
VisualCogB_Task-1,1,87,4,amplitude4,-1,1,0.5009174336494294
VisualCogB_Task-1,1,89,4,amplitude4,-1,1,0.5251336782013534
VisualCogB_Task-1,1,90,4,amplitude4,-1,-1,0.476072748060207
VisualCogB_Task-1,1,91,4,amplitude4,1,1,0.512086254822917
VisualCogB_Task-1,1,93,4,amplitude4,-1,1,0.5160058758510554
VisualCogB_Task-1,1,94,4,amplitude4,1,1,0.5054661881583857
VisualCogB_Task-1,1,95,4,amplitude4,-1,1,0.509115525916747
VisualCogB_Task-1,1,96,4,amplitude4,1,1,0.5073729252867647
VisualCogB_Task-1,1,98,4,amplitude4,1,1,0.5181139172175703
VisualCogB_Task-1,1,99,4,amplitude4,1,-1,0.49240319022404216
VisualCogB_Task-1,1,100,4,amplitude4,1,-1,0.4751956157628483
VisualCogA_Task-1,1,81,4,temporal24,-1,1,0.5084709244569289
VisualCogA_Task-1,1,82,4,temporal24,1,1,0.5077916045706463
VisualCogA_Task-1,1,83,4,temporal24,-1,1,0.5190971459817049
VisualCogA_Task-1,1,84,4,temporal24,1,1,0.5869841857030939
VisualCogA_Task-1,1,85,4,temporal24,-1,-1,0.45410569153725494
VisualCogA_Task-1,1,86,4,temporal24,1,-1,0.44477221298658226
VisualCogA_Task-1,1,87,4,temporal24,1,1,0.5220496016387217
VisualCogA_Task-1,1,89,4,temporal24,1,-1,0.46434225648532235
VisualCogA_Task-1,1,90,4,temporal24,1,1,0.525009335177764
VisualCogA_Task-1,1,91,4,temporal24,-1,1,0.5033510258112392
VisualCogA_Task-1,1,92,4,temporal24,1,-1,0.45405833736018913
VisualCogA_Task-1,1,93,4,temporal24,1,1,0.5408917363406955
VisualCogA_Task-1,1,94,4,temporal24,1,1,0.5426340285283379
VisualCogA_Task-1,1,95,4,temporal24,-1,1,0.5598441238792577
VisualCogA_Task-1,1,96,4,temporal24,1,1,0.5324165987146112
VisualCogA_Task-1,1,97,4,temporal24,1,-1,0.4945644089752565
VisualCogA_Task-1,1,99,4,temporal24,-1,1,0.522067872001692
VisualCogA_Task-1,1,100,4,temporal24,1,-1,0.4567722315801953
VisualCogB_Task-1,1,81,4,temporal24,-1,-1,0.4867269485979831
VisualCogB_Task-1,1,82,4,temporal24,1,-1,0.48879708989551274
VisualCogB_Task-1,1,83,4,temporal24,-1,-1,0.4731525131882885
VisualCogB_Task-1,1,84,4,temporal24,-1,-1,0.49103653371719486
VisualCogB_Task-1,1,86,4,temporal24,-1,1,0.5143755188922238
VisualCogB_Task-1,1,87,4,temporal24,-1,1,0.5135747403412257
VisualCogB_Task-1,1,89,4,temporal24,-1,1,0.5205417072783953
VisualCogB_Task-1,1,90,4,temporal24,-1,-1,0.39777540248595256
VisualCogB_Task-1,1,91,4,temporal24,1,1,0.5128857646150933
VisualCogB_Task-1,1,93,4,temporal24,-1,1,0.5356264342551843
VisualCogB_Task-1,1,94,4,temporal24,1,1,0.5375898641351551
VisualCogB_Task-1,1,95,4,temporal24,-1,1,0.5128802874967064
VisualCogB_Task-1,1,96,4,temporal24,1,1,0.5020697311348725
VisualCogB_Task-1,1,98,4,temporal24,1,1,0.526037266137562
VisualCogB_Task-1,1,99,4,temporal24,1,-1,0.49486782123863965
VisualCogB_Task-1,1,100,4,temporal24,1,1,0.5245097365885816
